widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2,doc-freq,d-cp-1,d-cp-2,d-cp-3,d-inform-2,d-inform-3,corpus-freq,c-cp-1,c-cp-2,c-cp-3,c-inform-2,c-inform-3,bigram,trigram
28,will,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9,7,0.00421432871763998,0.166666666666667,1.0,2.08576822187255,0.142857142857143,330,0.0083580275055087,0.0813953488372093,1.0,4.1570212343286,1.94791737813629,there will,or there will
29,surely,5.0,2.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9,1,0.000602046959662854,0.142857142857143,1.0,2.8073549220576,0.0,6,0.000151964136463795,0.00303030303030303,0.142857142857143,8.33326648510936,2.78280981424485,will surely,there will surely
30,rise,3.0,1.0,1.0,VB,conj:or,2.0,2.0,2.0,2.0,-1.0,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9,2,0.00120409391932571,1.0,1.0,0.792481250360578,0.0,6,0.000151964136463795,0.166666666666667,1.0,6.92933826810897,2.04640824303675,surely rise,will surely rise
31,at,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9,4,0.00240818783865141,0.5,1.0,1.96137251273609,0.25,102,0.00258339031988451,0.166666666666667,1.0,4.79460731517694,1.36572369677834,rise at,surely rise at
32,last,4.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9,2,0.00120409391932571,0.5,1.0,1.0,0.0,21,0.000531874477623281,0.0686274509803922,1.0,5.84204196877214,1.91036369653291,at last,rise at last
33,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9,113,0.0680313064419025,1.0,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.0952380952380952,0.285714285714286,2.74917326769894,0.87789225295395,last the,at last the
34,flames,5.0,1.0,1.0,NNS,nmod:at,2.0,2.0,2.0,2.0,-1.0,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9,1,0.000602046959662854,0.00884955752212389,0.5,6.82017896241519,1.0,3,7.59820682318973e-05,0.000884564352056612,0.5,7.95681768474141,2.91606428319649,the flames,last the flames
35,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9,95,0.0571944611679711,1.0,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,0.666666666666667,1.0,1.70240777240252,0.42749345896955,flames of,the flames of
36,conflict,8.0,2.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9,1,0.000602046959662854,0.0105263157894737,1.0,6.56985560833095,0.0,7,0.000177291492541094,0.000591366055588409,0.5,5.8847112369297,1.50111352002839,of conflict,flames of conflict
37,.,,,,.,,,,,,,76,"For wherever in the world a people knows desperate want , there must appear at least the spark of hope , the hope of progress or there will surely rise at last the flames of conflict .",10,9
1,We,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,51,0.0307043949428055,0.140495867768595,0.0,2.58712411265196,0.22568186282994,1021,0.0258592305549224,0.128163265306122,0.0,3.31849557808692,1.00709304700192,<s> we,
2,recognize,8.0,3.0,2.0,VBP,root,2.0,2.0,2.0,2.0,-1.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,1,0.000602046959662854,0.0196078431372549,0.0588235294117647,5.6724253419715,4.08746284125034,6,0.000151964136463795,0.0029382957884427,0.00636942675159236,6.43407712929045,4.56643461759989,we recognize,<s> we recognize
3,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,63,0.0379289584587598,1.0,1.0,1.55707485278873,0.24348968258547,1549,0.0392320745637363,0.166666666666667,0.333333333333333,2.60053892310722,0.707957414545442,recognize and,we recognize and
4,accept,6.0,2.0,1.0,VBP,conj:and,2.0,2.0,2.0,2.0,-1.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,1,0.000602046959662854,0.0158730158730159,1.0,5.97727992349992,0.0,11,0.00027860091685029,0.000645577792123951,1.0,7.64514466069231,2.99566669230589,and accept,recognize and accept
5,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,38,0.0228777844671884,1.0,1.0,2.89393119684352,0.298417105339069,904,0.0228959298938784,0.181818181818182,1.0,3.58738322881247,1.02606624233911,accept our,and accept our
6,own,2.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,9,0.00541842263696568,0.105263157894737,1.0,2.59040423874019,0.528320833573719,81,0.00205151584226123,0.0464601769911504,0.5,4.11498724103167,1.792846839222,our own,accept our own
7,deep,3.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,1,0.000602046959662854,0.111111111111111,0.25,3.16992500144231,2.0,9,0.000227946204695692,0.0123456790123457,0.0238095238095238,8.2893344489997,3.83832476445303,own deep,our own deep
8,involvement,10.0,3.0,1.0,NN,dobj,3.0,3.0,3.0,3.0,-2.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,1,0.000602046959662854,1.0,1.0,0.0,0.0,1,2.53273560772991e-05,0.111111111111111,1.0,3.16992500144231,0.0,deep involvement,own deep involvement
9,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,42,0.0252859723058399,1.0,1.0,1.93145914722911,0.424817865319376,808,0.0204645037104577,1.0,1.0,3.34290743706567,0.901193404818875,involvement in,deep involvement in
10,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,113,0.0680313064419025,0.214285714285714,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.252475247524752,1.0,2.74917326769894,0.87789225295395,in the,involvement in the
11,destiny,7.0,3.0,1.0,NN,nmod:in,3.0,3.0,3.0,3.0,-2.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,3,0.00180614087898856,0.00884955752212389,0.111111111111111,4.55102299219331,1.58496250072116,18,0.000455892409391384,0.00176912870411322,0.00490196078431373,6.97180518554611,3.85667516421518,the destiny,in the destiny
12,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,95,0.0571944611679711,0.333333333333333,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,0.166666666666667,0.75,1.70240777240252,0.42749345896955,destiny of,the destiny of
13,men,3.0,1.0,1.0,NNS,nmod:of,2.0,2.0,2.0,2.0,-1.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,5,0.00301023479831427,0.0210526315789474,1.0,4.12950117137212,0.633985000288462,60,0.00151964136463795,0.00532229450029568,0.333333333333333,5.86122892568631,1.24566092797842,of men,destiny of men
14,everywhere,7.0,3.0,2.0,RB,advmod,1.0,1.0,1.0,1.0,0.0,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3,2,0.00120409391932571,0.2,0.5,4.62039566608098,0.5,9,0.000227946204695692,0.0333333333333333,0.111111111111111,5.71039591165461,2.19467410923345,men everywhere,of men everywhere
15,.,,,,.,,,,,,,77,We recognize and accept our own deep involvement in the destiny of men everywhere .,3,3
1,We,2.0,1.0,1.0,PRP,nsubjpass,4.0,4.0,2.0,4.0,-2.5,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,51,0.0307043949428055,0.140495867768595,0.0,2.58712411265196,0.22568186282994,1021,0.0258592305549224,0.128163265306122,0.0,3.31849557808692,1.00709304700192,<s> we,
2,are,2.0,1.0,1.0,VBP,auxpass,3.0,3.0,2.0,3.0,-1.75,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,8,0.00481637567730283,0.0784313725490196,0.117647058823529,4.05851803887813,1.52186571031258,310,0.00785148038396272,0.0910871694417238,0.130573248407643,3.74798452219802,1.8953575626127,we are,<s> we are
3,accordingly,9.0,4.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,1,0.000602046959662854,0.125,0.25,3.0,2.0,1,2.53273560772991e-05,0.0032258064516129,0.010752688172043,8.27612440527424,6.53915881110803,are accordingly,we are accordingly
4,pledged,5.0,1.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,2,0.00120409391932571,1.0,1.0,1.5,0.5,5,0.000126636780386495,1.0,1.0,6.00951761653128,2.12877123795494,accordingly pledged,are accordingly pledged
5,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,44,0.0264900662251656,0.5,1.0,1.5791630544421,0.178235235077587,1169,0.0296076792543626,0.6,1.0,2.80922440399267,0.755386798616441,pledged to,accordingly pledged to
6,honor,3.0,2.0,1.0,VB,ccomp,2.0,2.0,2.0,2.0,-1.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,3,0.00180614087898856,0.0227272727272727,1.0,4.93476076752676,2.05830856083356,16,0.000405237697236785,0.000855431993156544,0.333333333333333,7.52774702115965,3.37752638444641,to honor,pledged to honor
7,",",,,,",",,,,,,,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3
8,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,63,0.0379289584587598,0.0521739130434783,0.5,1.55707485278873,0.24348968258547,1549,0.0392320745637363,0.119911504424779,0.25,2.60053892310722,0.707957414545442,", and","honor , and"
9,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,44,0.0264900662251656,0.0317460317460317,0.166666666666667,1.5791630544421,0.178235235077587,1169,0.0296076792543626,0.0316333118140736,0.0627306273062731,2.80922440399267,0.755386798616441,and to,", and to"
10,strive,5.0,1.0,1.0,VB,ccomp,2.0,2.0,2.0,2.0,-1.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,2,0.00120409391932571,0.0227272727272727,0.5,5.71835577106861,0.5,13,0.000329255629004888,0.00171086398631309,0.0204081632653061,6.45825947602396,3.69308145943032,to strive,and to strive
11,to,2.0,1.0,1.0,TO,case,3.0,3.0,3.0,3.0,-2.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,44,0.0264900662251656,0.5,1.0,1.5791630544421,0.178235235077587,1169,0.0296076792543626,0.384615384615385,0.5,2.80922440399267,0.755386798616441,strive to,to strive to
12,fortify,7.0,3.0,2.0,NN,nmod:to,2.0,2.0,2.0,2.0,-1.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,1,0.000602046959662854,0.0227272727272727,1.0,5.4594316186373,0.0,1,2.53273560772991e-05,0.000855431993156544,0.2,10.1910592145317,2.32192809488736,to fortify,strive to fortify
13,",",,,,",",,,,,,,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3
14,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,113,0.0680313064419025,0.0869565217391304,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.0601769911504425,1.0,2.74917326769894,0.87789225295395,", the","fortify , the"
15,authority,7.0,4.0,1.0,NN,appos,2.0,2.0,2.0,2.0,-1.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,1,0.000602046959662854,0.00884955752212389,0.1,6.82017896241519,3.32192809488736,9,0.000227946204695692,0.000884564352056612,0.00735294117647059,5.549140645328,1.56274919608336,the authority,", the authority"
16,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,95,0.0571944611679711,1.0,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,0.222222222222222,1.0,1.70240777240252,0.42749345896955,authority of,the authority of
17,the,2.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,113,0.0680313064419025,0.105263157894737,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.140745121230041,0.5,2.74917326769894,0.87789225295395,of the,authority of the
18,United,7.0,3.0,1.0,NNP,compound,1.0,1.0,1.0,1.0,0.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,1,0.000602046959662854,0.00884955752212389,0.1,6.82017896241519,3.32192809488736,49,0.00124104044778766,0.0145953118089341,0.0714285714285714,6.69999289079604,3.45277796044097,the united,of the united
19,Nations,6.0,2.0,1.0,NNPS,nmod:of,2.0,2.0,2.0,2.0,-1.0,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3,13,0.0078266104756171,1.0,1.0,2.81885694611437,0.84037019258506,76,0.00192487906187473,0.183673469387755,0.272727272727273,4.39694437579696,1.60484982323932,united nations,the united nations
20,.,,,,.,,,,,,,78,"We are accordingly pledged to honor , and to strive to fortify , the authority of the United Nations .",3,3
1,For,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,20,0.0120409391932571,0.0495867768595041,0.0,2.95587660243808,0.433621267098575,447,0.0113213281665527,0.0297959183673469,0.0,3.64882859033514,0.891151486830728,<s> for,
2,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,42,0.0252859723058399,0.05,0.166666666666667,1.93145914722911,0.424817865319376,808,0.0204645037104577,0.00894854586129754,0.0410958904109589,3.34290743706567,0.901193404818875,for in,<s> for in
3,that,3.0,1.0,1.0,DT,det,4.0,4.0,3.0,4.0,-2.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,17,0.0102347983142685,0.0238095238095238,1.0,2.70565966606504,0.210880147101244,640,0.0162095078894714,0.0123762376237624,0.25,3.3599348706285,0.975962233436096,in that,for in that
4,body,4.0,2.0,1.0,NN,nmod:in,2.0,2.0,2.0,2.0,-1.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,1,0.000602046959662854,0.0588235294117647,1.0,4.08746284125034,0.0,9,0.000227946204695692,0.0015625,0.1,7.90479460733143,1.99996085961426,that body,in that body
5,rests,5.0,1.0,1.0,VBZ,root,2.0,2.0,2.0,2.0,-1.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,1,0.000602046959662854,1.0,1.0,0.0,0.0,5,0.000126636780386495,0.111111111111111,1.0,4.90319077531652,0.728771237954945,body rests,that body rests
6,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,113,0.0680313064419025,1.0,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.6,1.0,2.74917326769894,0.87789225295395,rests the,body rests the
7,best,4.0,1.0,1.0,JJS,amod,3.0,3.0,3.0,3.0,-2.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,1,0.000602046959662854,0.00884955752212389,1.0,6.82017896241519,0.0,26,0.000658511258009776,0.00309597523219814,0.333333333333333,6.74419258492727,2.05686690023914,the best,rests the best
8,hope,3.0,1.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,4,0.00240818783865141,1.0,1.0,4.65949052104743,0.830482023721841,56,0.00141833194032875,0.153846153846154,0.285714285714286,6.65702489397412,2.35852516017977,best hope,the best hope
9,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,95,0.0571944611679711,0.5,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,0.196428571428571,0.5,1.70240777240252,0.42749345896955,hope of,best hope of
10,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,38,0.0228777844671884,0.0947368421052632,0.5,2.89393119684352,0.298417105339069,904,0.0228959298938784,0.109994086339444,0.181818181818182,3.58738322881247,1.02606624233911,of our,hope of our
11,age,2.0,1.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,3,0.00180614087898856,0.0526315789473684,0.222222222222222,3.16528500896239,1.44661666762821,16,0.000405237697236785,0.00221238938053097,0.010752688172043,6.23571917620871,2.55124471046058,our age,of our age
12,for,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,20,0.0120409391932571,0.333333333333333,0.5,2.95587660243808,0.433621267098575,447,0.0113213281665527,0.0625,0.5,3.64882859033514,0.891151486830728,age for,our age for
13,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,113,0.0680313064419025,0.1,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.181208053691275,1.0,2.74917326769894,0.87789225295395,for the,age for the
14,assertion,6.0,3.0,1.0,NN,nmod:for,3.0,3.0,3.0,3.0,-2.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,1,0.000602046959662854,0.00884955752212389,0.5,6.82017896241519,1.0,1,2.53273560772991e-05,0.000442282176028306,0.0123456790123457,11.1427452767515,6.33985000288463,the assertion,for the assertion
15,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,95,0.0571944611679711,1.0,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,1.0,1.0,1.70240777240252,0.42749345896955,assertion of,the assertion of
16,that,3.0,1.0,1.0,DT,det,4.0,4.0,3.0,4.0,-2.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,17,0.0102347983142685,0.0315789473684211,1.0,2.70565966606504,0.210880147101244,640,0.0162095078894714,0.0065050266114725,1.0,3.3599348706285,0.975962233436096,of that,assertion of that
17,law,2.0,1.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,5,0.00301023479831427,0.0588235294117647,0.333333333333333,3.4954994823993,0.781378119121704,19,0.000481219765468683,0.0015625,0.0909090909090909,7.7238403445603,2.57059417337486,that law,of that law
18,by,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,9,0.00541842263696568,0.2,1.0,1.84420785527747,0.0,221,0.0055973456930831,0.0526315789473684,1.0,2.9913459476461,0.712673273225197,law by,that law by
19,which,3.0,1.0,1.0,WDT,ref,5.0,5.0,2.0,5.0,-3.25,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,7,0.00421432871763998,0.222222222222222,1.0,3.50414408094732,0.0,112,0.0028366638806575,0.0271493212669683,1.0,4.71502551419259,0.873933991650714,by which,law by which
20,all,2.0,1.0,1.0,DT,det,4.0,4.0,4.0,4.0,-3.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,26,0.0156532209512342,0.142857142857143,0.5,3.3244530056033,0.0769230769230769,255,0.00645847579971127,0.0446428571428571,0.166666666666667,5.17198861245958,1.46355913653528,which all,by which all
21,nations,6.0,2.0,1.0,NNS,nsubj,2.0,2.0,2.0,2.0,-1.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,13,0.0078266104756171,0.230769230769231,1.0,2.81885694611437,0.84037019258506,76,0.00192487906187473,0.0431372549019608,0.6,4.39694437579696,1.60484982323932,all nations,which all nations
22,may,2.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,15,0.00903070439494281,0.0769230769230769,0.166666666666667,2.69652246656813,0.422656666858975,57,0.00144365929640605,0.0131578947368421,0.0909090909090909,5.67034317976264,1.96470755604634,nations may,all nations may
23,live,3.0,1.0,1.0,VB,acl:relcl,2.0,2.0,2.0,2.0,-1.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,4,0.00240818783865141,0.0666666666666667,1.0,4.59016891277617,1.02186571031258,43,0.00108907631132386,0.0175438596491228,1.0,6.38421691679656,2.55132448605272,may live,nations may live
24,in,2.0,1.0,0.0,IN,case,3.0,3.0,2.0,3.0,-1.75,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,42,0.0252859723058399,0.75,1.0,1.93145914722911,0.424817865319376,808,0.0204645037104577,0.255813953488372,1.0,3.34290743706567,0.901193404818875,live in,may live in
25,dignity,7.0,3.0,1.0,NN,nmod:in,1.0,1.0,1.0,1.0,0.0,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11,2,0.00120409391932571,0.0238095238095238,0.333333333333333,6.10624819259697,0.792481250360578,24,0.000607856545855178,0.00495049504950495,0.0909090909090909,6.49544156354357,2.16493212497014,in dignity,live in dignity
26,.,,,,.,,,,,,,79,For in that body rests the best hope of our age for the assertion of that law by which all nations may live in dignity .,11,11
1,And,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,63,0.0379289584587598,0.140495867768595,0.0,1.55707485278873,0.24348968258547,1549,0.0392320745637363,0.0714285714285714,0.0,2.60053892310722,0.707957414545442,<s> and,
2,beyond,5.0,2.0,1.0,IN,case,4.0,4.0,4.0,4.0,-3.0,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,2,0.00120409391932571,0.0158730158730159,0.0588235294117647,3.48863996174996,2.04373142062517,26,0.000658511258009776,0.0012911555842479,0.00571428571428571,5.52491286388377,1.12599768997364,and beyond,<s> and beyond
3,this,3.0,1.0,1.0,DT,det,4.0,4.0,3.0,4.0,-2.75,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,15,0.00903070439494281,0.5,1.0,2.88216710996423,0.250325833477565,323,0.00818073601296761,0.115384615384615,0.5,4.74961945634651,1.34904796006705,beyond this,and beyond this
4,general,6.0,3.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,1,0.000602046959662854,0.0666666666666667,1.0,3.90689059560852,0.0,3,7.59820682318973e-05,0.00309597523219814,0.333333333333333,9.70067237381964,2.6234549065278,this general,beyond this general
5,resolve,6.0,2.0,1.0,NN,nmod:beyond,2.0,2.0,2.0,2.0,-1.0,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,1,0.000602046959662854,1.0,1.0,0.0,0.0,17,0.000430565053314085,0.333333333333333,1.0,6.93636153539661,2.81640339563044,general resolve,this general resolve
6,",",,,,",",,,,,,,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4
7,we,2.0,1.0,1.0,PRP,nsubjpass,4.0,4.0,2.0,4.0,-2.5,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,51,0.0307043949428055,0.0695652173913043,1.0,2.58712411265196,0.22568186282994,1021,0.0258592305549224,0.0858407079646018,1.0,3.31849557808692,1.00709304700192,", we","resolve , we"
8,are,2.0,1.0,1.0,VBP,auxpass,3.0,3.0,2.0,3.0,-1.75,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,8,0.00481637567730283,0.0784313725490196,0.125,4.05851803887813,1.52186571031258,310,0.00785148038396272,0.0910871694417238,0.0567010309278351,3.74798452219802,1.8953575626127,we are,", we are"
9,called,4.0,1.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,3,0.00180614087898856,0.375,0.75,1.41503749927884,0.415037499278844,18,0.000455892409391384,0.0193548387096774,0.0537634408602151,4.71684686068451,1.83541323867057,are called,we are called
10,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,44,0.0264900662251656,0.666666666666667,0.666666666666667,1.5791630544421,0.178235235077587,1169,0.0296076792543626,0.277777777777778,0.666666666666667,2.80922440399267,0.755386798616441,called to,are called to
11,act,3.0,1.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,1,0.000602046959662854,0.0227272727272727,0.5,5.4594316186373,1.0,29,0.000734493326241674,0.00684345594525235,0.2,6.3206337710733,2.68868847444592,to act,called to act
12,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,25,0.0150511739915713,1.0,1.0,2.86328816931055,0.37569269691115,789,0.019983283944989,0.0344827586206897,0.125,3.92641885050008,1.22415491206816,act a,to act a
13,responsible,11.0,4.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,80,"And beyond this general resolve , we are called to act a responsible role in the world 's great concerns or conflicts --",5,4,1,0.000602046959662854,0.04,1.0,4.64385618977472,0.0,3,7.59820682318973e-05,0.00126742712294043,1.0,8.86096241401483,0.0,a responsible,act a responsible
